Country Name,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1984,6.693,18.618,19.889,5.98,,9.781567435,3.09,8.361,6.899,,6.703,7.1,11.7,6.8,18.003,11.2,17.806,17.673,12.962,11.3,3.888,6.062,6.468,10.5,5.813,7.1,14.582,7.82,8.277,4.806,16.13,8.576,16.748,7,11.02923907,9.1,11.206,5.893,6.82,13.912,14.671,17.76,11.591,5.823,13.948,9.519,4.159,7.351023716,6.329,,,7.309,12.8,11.8,11.414,5.2,11.2,7.255,8.302,7.344495073,11.2788366,7.182389638,10.60287227,10.48248073,7.389,10.583,10.05189479,17.017,7.8,12.6,20.86,10.30240666,15.47722981,9.2,6.533,9.9,7.8,8.186,12.919,11.4,9.224,12.805,,21.135,15.995,20.569,18.423,8.9,8.091,8.3,10.28,4.765,8.5,8.803620171,4.7,8.537,17.1560231,11.6,15.122,13.8,9.091952234,10.19119464,15.0279259,13.78764741,9.528,15.64063331,,12.337,,9.1,12.175,9.588,6.6,6.7,9.5,6.97,6.113,6.2,8.3,10.2,9.248,17.007,11.522,10.9,5.9,3.233,7.538209171,15.681,7.024,19,6.137,6.185,7.483989334,16.36328972,17.029205,6.7,6.188,12.13015047,10.17924579,10.919,7.459263826,11,11.1,13,5.471,3.4,9.392,,10.899,16.21,11.713,9.703305981,6.175,,9.672989463,7.349,22.845,8.8,12.405,10.10933207,6.858,11.967,,21.228,11.315,6.6,20.433,5.353,8.533177096,10.272,6,24.865,18.689,9.648,8.3,10.3,15.995,,8.2,8.706796325,7.861,11.31159718,11.931,5.238,8.613,7.189,,11.849,10,17.05523318,6.6,6.17,9.7,6.547,,7.120526916,9.075521949,5.793,2.656,10.3,11.6,14.01,12.39711794,6.713,12.728,14.18,4.8,7.338,24.311,10.584,,18.702,,16.64331757,23.695,16.61827162,10.00321211,10.946,7.413,10.1,10.5,10.9,9.683,,7.5,5.743,,19.955,7.359729224,10.54147908,13.344,6.367,12.067,9.332,7.523616962,20.74,10.10933207,6.309,12.39711794,16.61827162,7.726,7.416,9.825,,15.109,16.404,12,7.760686639,9.845,8.7,7.5,6.965,5.217,,5.042857143,6.945,8.081,9.893736219,6.767,7.5,14.903,9.621,13.846,8.43
1985,6.785,18.005,19.789,5.907,,9.401891122,2.988,8.331,7.166,,6.729,6.6,11.8,6.8,17.741,11.3,17.303,17.407,12.547,12,3.804,5.995,6.53,10.6,5.658,,14.249,7.662,8.199,4.709,15.6,8.375,16.695,7,11.29737628,9.2,11.15,5.802,6.78,13.684,14.459,17.585,11.445,5.758,13.519,9.388,4.095,7.341848376,6.45,,5.571030641,7.243,12.7,12,11.176,,11.4,7.134,7.76,7.252700395,11.01182996,7.099170316,10.37331715,10.51568382,7.147,10.169,10.20328806,16.838,8.1,12.7,20.445,10.49368685,15.25652904,9.8,6.494,9.8,7.5,8.058,12.452,11.9,9.218,12.534,,20.464,15.567,20.274,18.218,9.4,8.05,8.2,9.964,4.75,8.496,8.888514246,4.6,8.136,16.91215007,11.1,14.848,13.9,8.948911367,10.03110334,14.74990825,13.63636024,9.298,15.30190865,16.6,12.117,,9.4,11.484,9.209,6.8,6.6,9.7,6.964,5.932,6.2,8,10.073,9.077,14.164,11.293,10.2,5.9,3.081,7.394091492,15.374,6.949,19.008,5.932,6.072,7.348881278,16.0219778,16.78402718,6.4,6.245,11.89184103,10.01158528,10.64,7.386964126,11.1,11,13.2,5.349,3.4,8.983,,10.737,16.115,11.242,9.244209599,6.035,,9.508415603,7.337,22.364,8.4,12.131,9.637325618,6.912,11.654,,21.08,10.996,6.8,20.231,5.258,8.53344488,9.943,5.8,24.617,18.633,9.297,8.5,10.7,15.484,,8.4,8.752357981,7.39,11.07701688,11.754,5.175,8.337,7.081,,11.629,10.3,16.87114227,7.1,6.133,9.7,6.493,,7.041781771,9.141605755,5.683,2.537,10.9,11.3,14.045,12.15558192,6.333,12.606,13.531,4.9,7.223,24.337,10.186,,18.614,,16.44865929,23.346,16.42501578,9.857182504,11.023,7.393,10.2,10.2,11.3,9.154,,7.2,5.489,,19.731,7.267213708,10.40480375,13.046,6.129,11.825,9.213,7.375702242,19.632,9.637325618,6.268,12.15558192,16.42501578,7.69,7.204,9.512,,15.027,16.588,11.77,7.639231951,9.843,8.7,7.2,6.851,5.174,,5,6.871,7.88,9.78096766,6.701,7.4,14.177,9.308,13.942,8.25
1986,6.873,17.406,19.71,5.855,,9.049499993,2.895,8.307,7.457,,6.768,7.3,11.5,6.7,17.521,11.3,16.769,17.241,12.107,11.6,3.719,5.914,6.643,9.7,5.537,,13.922,7.505,8.111,4.643,15.088,8.267,16.671,7.2,11.04272946,9.2,11.102,5.728,6.86,13.497,14.284,17.409,11.349,5.718,13.097,9.234,4.047,7.297253386,6.573,,6.049379821,7.183,12.8,11.9,10.953,,11.3,7.015,7.317,7.25446402,10.75260434,7.106551432,9.76256986,10.17607894,6.921,9.762,10.07885975,16.659,8,11.7,19.961,10.35150574,15.05528547,9.6,6.476,9.7,8.1,7.961,12.041,11.7,9.2,12.234,,19.784,15.189,19.957,18.125,9.2,8.02,8.3,9.654,4.739,8.477,8.81982003,4.7,7.768,16.70523664,11,14.547,13.8,8.787260511,9.863684708,14.51514845,13.52069365,9.08,15.00981652,,11.888,,9.5,10.616,8.746,6.6,6.8,9.6,6.929,5.748,6.2,7.4,10.002,8.914,13.009,11.05,10.5,5.8,2.942,7.254158578,15.057,6.859,19.077,5.75,6.002,7.214934927,15.73155941,16.57491947,6.9,6.313,11.64956836,9.846117468,10.41,7.307634538,10,10.8,12,5.198,3.1,8.601,,10.559,16.021,10.755,8.769543794,5.904,,9.343366728,7.327,21.923,8.3,11.868,9.137610339,6.962,11.322,,20.89,10.701,6.6,20.037,5.169,8.552946945,9.598,5.7,24.365,18.61,8.921,8.6,10.5,14.966,,8.3,8.67503459,6.951,10.73967695,11.574,5.118,8.068,6.961,,11.43,10.1,16.71142305,7.2,6.06,9.5,6.432,,6.981325848,9.049359589,5.605,2.43,10.6,10.4,15.483,11.90552586,5.984,12.485,12.929,4.6,7.121,24.439,9.756,,18.638,,16.29039289,22.927,16.26722902,9.625304552,11.065,7.365,10.2,9.9,11.1,8.672,,7.6,5.253,,19.525,7.269913792,9.855166688,12.771,5.923,11.607,9.113,7.23266667,18.785,9.137610339,6.226,11.90552586,16.26722902,7.645,7.022,9.218,,14.963,16.823,11.1,7.522178364,9.846,8.7,7.1,6.759,5.135,,5,6.771,7.697,9.637618919,6.654,7.2,13.548,8.997,14.119,8.176
1987,6.948,16.826,19.651,5.836,,8.730526773,2.808,8.281,7.751,,6.818,7.5,11.2,6.7,17.367,10.7,16.221,17.142,11.657,12,3.634,5.826,6.823,9.9,5.451,,13.596,7.353,8.02,4.588,14.589,8.271,16.672,7.2,11.10447364,9.3,11.056,5.667,6.72,13.353,14.155,17.224,11.305,5.698,12.682,9.063,4.011,7.22796897,6.699,,4.625990883,7.128,12.3,11.6,10.784,6.3,11.3,6.901,6.956,7.105998066,10.50065005,7.017562405,9.821643206,10.11564229,6.71,9.377,9.915231958,16.476,8,11.8,19.458,10.24588232,14.87289095,9.7,6.475,9.6,8,7.88,11.699,11.3,9.189,11.91,,19.117,14.859,19.625,18.055,9.6,8.002,8.2,9.355,4.732,8.443,8.782445456,4.8,7.438,16.54763875,11.2,14.235,13.4,8.629729449,9.706379469,14.31701574,13.42153594,8.876,14.76392061,,11.649,,8.9,9.678,8.261,7,6.7,9.4,6.869,5.566,6.7,7.6,9.981,8.766,12.757,10.802,10.4,5.9,2.816,7.119863422,14.74,6.756,19.185,5.587,5.987,7.086436144,15.49080325,16.41545573,6.5,6.376,11.44291316,9.683828976,10.231,7.20243697,10.2,10.8,12.2,5.03,3.1,8.248,,10.407,15.898,10.254,8.295710505,5.782,5,9.177860479,7.336,21.517,8.4,11.621,8.641476897,7.006,10.985,,20.666,10.435,6.5,19.843,5.084,8.462224278,9.259,5.7,24.087,18.605,8.526,8.3,10.7,14.439,,8.4,8.610284184,6.543,10.55892678,11.393,5.067,7.804,6.821,,11.244,10.1,16.57391414,7.3,5.955,9.5,6.363,,6.884765647,9.035469687,5.548,2.337,11.1,10.5,18.517,11.64735644,5.668,12.369,12.396,4.7,7.03,24.613,9.313,,18.774,,16.17502693,22.45,16.15232609,9.480249424,11.086,7.335,10,10,11.1,8.252,,7.4,5.038,,19.343,7.120836723,9.934684827,12.52,5.77,11.452,9.029,7.095536365,18.115,8.641476897,6.195,11.64735644,16.15232609,7.598,6.848,8.945,,14.92,17.1,11.4,7.378081656,9.846,8.6,7,6.692,5.101,,5,6.663,7.53,9.502688553,6.623,7.1,13.01,8.699,14.39,8.216
1988,7.005,16.268,19.61,5.855,,8.448394402,2.725,8.249,8.028,,6.874,7.2,11,6.8,17.289,10.6,15.678,17.082,11.214,12,3.549,5.74,7.073,10.1,5.401,,13.268,7.208,7.93,4.53,14.095,8.394,16.698,7.3,10.96874542,9,11.007,5.617,6.64,13.253,14.076,17.029,11.313,5.692,12.275,8.882,3.984,7.177566065,6.823,,4.647330953,7.077,12.1,11.5,10.692,,11.5,6.791,6.657,7.004871985,10.25757833,6.908776173,9.900246793,10.13945398,6.514,9.027,9.91074742,16.283,8.2,11.9,18.977,10.21773285,14.71109457,9.9,6.49,9.5,9,7.804,11.429,11.4,9.204,11.575,,18.484,14.57,19.281,17.936,9.2,7.991,7.9,9.069,4.726,8.4,8.801308216,4.9,7.149,16.44180238,11.1,13.927,13.2,8.48685465,9.567498219,14.15384372,13.33857695,8.685,14.5616823,14.9,11.398,,9,8.765,7.804,7.3,6.6,9.5,6.79,5.392,6.5,7.7,10.004,8.64,12.753,10.557,10.5,5.6,2.705,6.991395473,14.429,6.641,19.298,5.435,6.027,6.963270181,15.29369007,16.30793668,7,6.425,11.23446307,9.545800443,10.108,7.134225495,10.3,10.3,12.2,4.857,2.9,7.926,,10.313,15.72,9.739,7.851758497,5.665,,9.034033083,7.375,21.141,7.8,11.394,8.175994308,7.046,10.658,,20.418,10.199,6.6,19.641,5.003,8.741989468,8.954,5.9,23.768,18.603,8.123,8.4,10.8,13.906,,8.4,8.608637096,6.162,10.4052376,11.209,5.023,7.546,6.661,,11.064,9.9,16.45428311,7.35,5.833,9.8,6.284,,6.902848913,9.086035731,5.504,2.257,11,10.7,23.003,11.38106507,5.385,12.259,11.948,4.9,6.947,24.842,8.879,,19.004,,16.10265415,21.928,16.0808126,9.38838467,11.094,7.306,10,9.6,11.5,7.916,,7.3,4.842,,19.186,7.019930331,9.975283249,12.297,5.682,11.379,8.954,6.964554297,17.547,8.175994308,6.182,11.38106507,16.0808126,7.552,6.668,8.693,,14.899,17.402,11.6,7.274704018,9.838,8.9,6.9,6.651,5.071,,4.875,6.559,7.379,9.397760688,6.605,7,12.552,8.434,14.754,8.376
1989,7.043,15.738,19.579,5.908,,8.201810288,2.644,8.209,8.273,,6.932,7.3,10.9,6.4,17.281,10.8,15.156,17.041,10.779,12,3.466,5.66,7.38,10.2,5.385,7.7,12.935,7.073,7.843,4.46,13.607,8.63,16.749,7.3,11.0488327,9.2,10.948,5.576,6.54,13.197,14.047,16.832,11.371,5.695,11.882,8.688,3.964,7.11685231,6.942,,4.515664962,7.029,12.3,11.5,10.677,,11.6,6.687,6.411,6.89372291,10.01910101,6.805898751,9.803009342,10.11069212,6.333,8.713,9.916451682,16.071,8.4,11.8,18.536,10.22743399,14.56526328,9.9,6.518,9.4,7.8,7.732,11.235,11.5,9.254,11.241,,17.9,14.314,18.929,17.739,9.2,7.984,8.2,8.797,4.719,8.347,8.767815921,5.1,6.898,16.37521095,11,13.631,13.8,8.32856494,9.417467799,13.99405665,13.2252528,8.506,14.37934434,14.6,11.135,,9.1,7.928,7.4,6.8,7.1,9.4,6.699,5.226,6.4,7.6,10.07,7.2,12.775,10.319,10.9,5.6,2.612,6.869520374,14.124,6.513,19.387,5.292,6.116,6.846530591,15.12813574,16.23845019,6.1,6.459,11.01113768,9.393854824,10.051,7.040244213,10.4,10.6,12.2,4.688,2.9,7.64,,10.293,15.475,9.214,7.463062661,5.554,,8.871616193,7.447,20.795,7.4,11.19,7.755424581,7.091,10.348,,20.149,9.996,6.8,19.431,4.926,8.650522686,8.705,5.9,23.397,18.596,7.722,8.7,10.7,13.371,,8.2,8.56801418,5.809,10.26837975,11.02,4.982,7.294,6.484,,10.887,10.1,16.34793071,7.4,5.716,9.6,6.199,,6.878576911,9.059264526,5.467,2.189,10.7,10.7,28.54,11.10694259,5.134,12.152,11.592,4.9,6.865,25.107,8.47,,19.29,,16.06445538,21.372,16.04368413,9.289454724,11.087,7.279,10.2,9.4,10.8,7.686,,8.1,4.665,,19.052,6.90882135,9.893503066,12.11,5.663,11.379,8.884,6.840478036,17.049,7.755424581,6.192,11.10694259,16.04368413,7.513,6.476,8.461,,14.897,17.712,11.6,7.149642361,9.82,8.8,6.3,6.637,5.046,,4.75,6.459,7.241,9.270596102,6.599,6.9,12.164,8.22,15.199,8.659
1990,7.059,15.241,19.555,5.985,,7.975066511,2.562,8.163,8.473,,6.98,7,10.8,6.1,17.326,10.4,14.68,17.005,10.352,12.5,3.386,5.592,7.711,10.8,5.408,7.3,12.597,6.948,7.763,4.378,13.126,8.966,16.833,7.3,11.17514335,9.5,10.867,5.54,6.67,13.193,14.072,16.657,11.481,5.698,11.508,8.483,3.947,7.047768118,7.046,,4.063496886,6.987,12.5,11.6,10.72,8.6,11.9,6.59,6.207,6.949354725,9.786272876,6.873392231,10.07105335,10.24928449,6.167,8.434,10.00462349,15.826,8.6,12.4,18.141,10.32246534,14.39575142,10,6.557,9.3,7.5,7.668,11.111,11.2,9.352,10.933,,17.384,14.078,18.572,17.449,9.2,7.968,8.4,8.538,4.709,8.289,8.758315247,5.2,6.684,16.31946541,10.9,13.35,14,8.283022178,9.363997894,13.85901849,13.14602358,8.339,14.21691803,,10.864,,8.9,7.211,7.063,6.7,6.8,9.6,6.6,5.07,6.7,7.87,10.187,6.9,12.678,10.087,,5.6,2.537,6.754058872,13.817,6.371,19.403,5.157,6.239,6.734273195,14.97093352,16.17521806,6.8,6.5,10.80755527,9.338807228,10.073,7.138724772,10.8,9.9,13.1,4.531,2.8,7.393,,10.354,15.153,8.683,7.111682952,5.447,,8.812459952,7.547,20.492,7.8,11.008,7.385600331,7.159,10.058,,19.863,9.827,6.6,19.22,4.854,8.46993852,8.546,5.4,22.97,18.579,7.337,8.6,10.9,12.839,,8.1,8.546990079,5.483,10.22475202,10.828,4.946,7.05,6.298,7.7,10.713,10.2,16.25298652,7.3,5.663,10.3,6.11,6.72,6.86801135,9.094749925,5.428,2.133,10.6,11.2,34.184,10.82877437,4.913,12.045,11.335,4.7,6.779,25.386,8.103,,19.554,,16.04273397,20.795,16.02197125,9.247706692,11.061,7.256,10.3,9.3,11.1,7.587,,7.7,4.509,,18.937,6.965833314,10.12144172,11.973,5.707,11.425,8.811,6.722815617,16.58,7.391471198,6.225,10.82877437,16.02197125,7.483,6.275,8.247,,14.914,18.012,12.1,7.193462695,9.79,8.6,6.1,6.647,5.027,,4.625,6.36,7.117,9.225617998,6.6,6.7,11.833,8.082,15.711,9.074
1991,7.054,14.783,19.533,6.073,,7.781341948,2.481,8.112,8.619,,7.008,6.9,10.8,6.3,17.396,10.4,14.272,16.963,9.929,12.8,3.313,5.542,8.025,11.2,5.473,7.7,12.254,6.835,7.69,4.285,12.657,9.375,16.968,7,11.41463757,9.2,10.751,5.508,6.7,13.247,14.15,16.532,11.647,5.693,11.158,8.269,3.933,6.974165707,7.128,,4.10849331,6.953,12.1,11.4,10.784,,11.6,6.501,6.035,6.938480346,9.561596436,6.861934978,10.3129385,10.36599064,6.016,8.18,9.976148559,15.529,8.7,12.6,17.782,10.35173656,14.27918592,9.8,6.605,9.2,8.4,7.622,11.048,11.3,9.51,10.676,,16.944,13.846,18.213,17.076,9.3,7.929,8.3,8.287,4.692,8.232,8.745762469,5,6.498,16.23896802,11.7,13.084,14,8.215967203,9.29247539,13.7299908,13.10410557,8.182,14.04406064,14.1,10.588,,8.9,6.633,6.79,7,6.5,9.7,6.5,4.927,6.7,8.19,10.366,6.9,12.43,9.861,,5.6,2.485,6.6450379,13.493,6.216,19.304,5.034,6.377,6.630172895,14.79486714,16.07881523,6.4,6.575,10.62524897,9.261494576,10.183,7.187921066,11.1,9.7,13.1,4.392,2.6,7.187,,10.49,14.754,8.154,6.818497609,5.347,,8.731853259,7.665,20.248,7.9,10.847,7.080465609,7.277,9.79,,19.564,9.693,6.6,19.021,4.789,8.440211328,8.507,5.6,22.485,18.553,6.981,8.6,10.5,12.314,,8,8.512913943,5.185,10.19103351,10.631,4.913,6.817,6.112,6.5,10.543,10.6,16.16899383,7.4,5.747,10.4,6.023,6.46,6.843824077,9.119861987,5.379,2.091,10.9,11.4,38.741,10.54884513,4.718,11.929,11.177,4.6,6.686,25.66,7.789,,19.706,11.7,16.01564797,20.212,15.99528814,9.219470492,11.014,7.24,10.3,9.7,11,7.641,,7.7,4.372,,18.835,6.953738064,10.38510455,11.903,5.804,11.472,8.727,6.612559918,16.091,7.086045892,6.283,10.54884513,15.99528814,7.466,6.073,8.046,,14.951,18.288,12.9,7.189371216,9.749,8.6,6.2,6.682,5.015,,4.5,6.262,7.005,9.161924371,6.609,6.6,11.546,8.041,16.275,9.625
1992,7.034,14.362,19.506,6.155,,7.643509312,2.401,8.063,8.716,,7.009,7.1,10.6,7.1,17.452,10.4,13.94,16.91,9.508,12.6,3.248,5.51,8.282,11.4,5.571,7.9,11.909,6.731,7.624,4.191,12.204,9.823,17.159,6.9,11.42163297,9.1,10.596,5.477,6.64,13.359,14.269,16.473,11.858,5.672,10.835,8.047,3.921,6.936531175,7.185,,4.045547282,6.928,11.7,11,10.83,5.7,11.8,6.423,5.887,6.868952746,9.341892058,6.813820963,10.70164327,10.45354208,5.881,7.939,9.822827761,15.177,8.5,13.1,17.434,10.23574719,14.174508,9.9,6.658,9.2,8.5,7.604,11.03,11,9.723,10.486,,16.576,13.608,17.852,16.66,9.4,7.858,8,8.038,4.671,8.179,8.680129367,5.3,6.331,16.11149168,11.3,12.83,14.3,8.12361096,9.203052079,13.59092121,13.08294319,8.035,13.84573781,13,10.316,,8.7,6.176,6.561,6.6,6.4,9.6,6.405,4.796,6.9,8.37,10.607,7.1,12.139,9.637,10.5,5.4,2.452,6.542360674,13.141,6.048,19.074,4.927,6.507,6.533259974,14.58490778,15.92608423,6.1,6.703,10.4453575,9.172266468,10.391,7.192406369,11.2,10.3,13.5,4.272,2.8,7.018,,10.675,14.296,7.637,6.604065434,5.255,,8.640062912,7.786,20.065,7.9,10.702,6.823322433,7.458,9.536,,19.256,9.59,6.5,18.847,4.735,8.340567965,8.597,5.2,21.953,18.524,6.66,8.6,10.4,11.803,,7.85,8.40950727,4.912,10.19374547,10.431,4.884,6.597,5.937,7.3,10.382,10.3,16.094259,7.6,6.001,10.1,5.942,6.2,6.841182777,9.066088134,5.318,2.061,11.6,12.2,41.301,10.27411183,4.545,11.801,11.098,4.7,6.584,25.9,7.53,,19.683,,15.96975002,19.635,15.94954402,9.208230081,10.942,7.232,10.1,9.7,10.9,7.852,,7.4,4.254,,18.734,6.880095578,10.72008096,11.904,5.932,11.469,8.63,6.50961764,15.553,6.829045024,6.357,10.27411183,15.94954402,7.461,5.889,7.855,,14.999,18.524,13.4,7.152377782,9.701,8.5,6.5,6.734,5.011,,4.5,6.165,6.906,9.078040408,6.622,6.4,11.286,8.109,16.853,10.292
1993,7.005,13.974,19.464,6.216,,7.464788496,2.323,8.018,8.769,,6.979,6.9,10.4,7.2,17.458,10.6,13.683,16.843,9.09,12.9,3.192,5.497,8.457,12.6,5.692,8.2,11.565,6.636,7.567,4.102,11.766,10.278,17.404,7.1,11.48442673,9,10.401,5.448,6.64,13.521,14.411,16.479,12.097,5.635,10.542,7.822,3.911,6.889777739,7.216,,3.96488247,6.911,11.4,11.1,10.829,,12.1,6.355,5.752,6.84670405,9.126500716,6.79946853,11.84060173,11.01058412,5.759,7.705,9.950116782,14.769,8.6,14.2,17.075,10.32889887,14.07784404,10.1,6.713,9.2,8.4,7.615,11.039,11.4,9.98,10.368,,16.274,13.354,17.49,16.237,9.3,7.756,7.8,7.79,4.644,8.13,8.818993956,5.2,6.176,15.93681011,11.1,12.586,14.5,8.135812411,9.192070323,13.43474195,13.05822716,7.899,13.6234094,,10.055,,9,5.818,6.359,6.6,6.6,9.7,6.324,4.677,7.1,9.53,10.899,7.6,11.88,9.413,,5.2,2.438,6.446658038,12.757,5.869,18.712,4.84,6.612,6.442332795,14.34171063,15.71979106,5.9,6.884,10.28330529,9.164680897,10.7,7.371919262,12.5,9.8,15.3,4.17,2.8,6.881,,10.881,13.8,7.142,6.39555375,5.173,,8.641322916,7.898,19.935,7.3,10.57,6.60335698,7.706,9.29,,18.94,9.512,6.8,18.701,4.692,8.630946467,8.816,5.2,21.387,18.492,6.381,9,10.8,11.309,,7.6,8.525861213,4.666,10.29207117,10.229,4.86,6.392,5.783,7.1,10.234,10.2,16.0239677,7.8,6.427,10.6,5.871,5.94,6.83020762,9.27653827,5.246,2.04,11.6,14.5,41.359,10.00948135,4.388,11.655,11.076,4.6,6.474,26.076,7.321,,19.453,,15.90366789,19.079,15.8846098,9.279873578,10.841,7.233,9.9,10,11.1,8.22,,8.3,4.153,,18.629,6.852105315,11.67115988,11.97,6.071,11.377,8.518,6.413554771,14.951,6.609580735,6.441,10.00948135,15.8846098,7.467,5.735,7.668,,15.043,18.696,14.2,7.276875384,9.65,8.8,6.6,6.798,5.014,,4.675,6.069,6.816,9.099019768,6.635,6.2,11.038,8.288,17.405,11.047
1994,6.973,13.616,19.396,6.25,,7.29060697,2.247,7.979,8.785,,6.918,7.1,10.2,7.3,17.392,10.3,13.494,16.75,8.68,13.2,3.144,5.502,8.542,12.7,5.82,8.1,11.226,6.55,7.521,4.019,11.344,10.725,17.691,7.1,11.43373737,8.9,10.175,5.419,6.49,13.722,14.558,16.536,12.344,5.58,10.282,7.597,3.904,6.867008769,7.225,,3.958499601,6.902,11.4,10.9,10.773,7.2,11.7,6.298,5.624,6.72341922,8.919923103,6.697166728,12.40165206,11.13365948,5.65,7.475,9.820338552,14.314,8.6,15.2,16.698,10.1945541,13.98545979,9.4,6.767,9.1,8,7.65,11.068,10.8,10.27,10.319,,16.03,13.079,17.13,15.818,9.3,7.626,8,7.542,4.615,8.086,8.727399192,5,6.026,15.73138198,10.6,12.352,14.2,8.04795616,9.098212199,13.26603832,13.02768612,7.776,13.38540164,12.4,9.808,,8.6,5.554,6.183,6.5,6.5,9.7,6.262,4.57,7.1,9.93,11.224,8.2,11.625,9.188,,5.4,2.44,6.357773843,12.342,5.684,18.229,4.772,6.682,6.355911608,14.07673062,15.48117024,6.8,7.1,10.12247149,9.074578336,11.117,7.362204557,12.7,9.4,16.6,4.087,2.8,6.769,,11.093,13.277,6.677,6.212044103,5.1,,8.556325194,7.995,19.838,7.2,10.447,6.415307136,8.013,9.052,,18.618,9.454,6.7,18.584,4.658,8.631125879,9.156,5.6,20.795,18.454,6.145,8.7,10.2,10.838,,7.48,8.426281335,4.443,10.38227027,10.028,4.838,6.205,5.654,7.7,10.099,10,15.9526992,7.7,6.998,9.9,5.811,5.68,6.825087165,9.2171029,5.162,2.027,11.7,15.7,38.903,9.757054552,4.246,11.49,11.088,4.7,6.354,26.159,7.162,,19.018,,15.82590491,18.551,15.80695286,9.335833511,10.706,7.242,9.6,9.7,10.5,8.742,,7.6,4.065,,18.513,6.719891274,12.12704556,12.09,6.211,11.182,8.393,6.325144351,14.281,6.422364894,6.53,9.757054552,15.80695286,7.482,5.615,7.484,,15.068,18.783,14.7,7.244306653,9.598,8.8,6.6,6.868,5.024,,4.85,5.976,6.731,9.009150961,6.644,6.2,10.787,8.577,17.893,11.861
