Country Name,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1995,6.943,13.282,19.292,6.25,,7.092828497,2.175,7.946,8.769,,6.827,6.9,10.2,6.7,17.229,10.3,13.359,16.626,8.289,13.6,3.1,5.527,8.545,13.1,5.936,7.9,10.893,6.472,7.488,3.939,10.931,11.167,18.005,7.2,11.49484856,9,9.929,5.393,6.57,13.95,14.687,16.609,12.576,5.511,10.061,7.371,3.9,6.866963355,7.215,,3.370975898,6.898,11.4,10.8,10.67,,12.1,6.251,5.499,6.76567423,8.726800896,6.752794572,12.18961257,11.09546175,5.551,7.255,9.84292056,13.821,8.7,14.5,16.299,10.24180683,13.89001945,9.6,6.815,9.1,8.4,7.697,11.114,11.1,10.574,10.325,,15.847,12.784,16.772,15.415,9.5,7.484,8.6,7.297,4.585,8.041,8.77799325,5.1,5.879,15.50469111,10.9,12.132,14.1,7.983292289,9.017676617,13.0818191,12.9831879,7.67,13.13117694,,9.579,,8.9,5.373,6.03,7.2,6.3,9.8,6.229,4.475,7.41,10.66,11.562,8,11.346,8.964,9.4,5.3,2.453,6.274838554,11.904,5.495,17.658,4.721,6.717,6.279350212,13.79867987,15.22222049,7.3,7.308,9.973826042,8.994786693,11.661,7.368736028,12.5,9.3,15.7,4.023,2.9,6.678,,11.29,12.74,6.247,6.033017751,5.033,,8.485422379,8.073,19.743,7.2,10.332,6.255264709,8.358,8.817,,18.288,9.411,6.7,18.496,4.632,8.641234407,9.614,5.3,20.189,18.406,5.95,8.8,10.4,10.391,,7.49,8.454607308,4.242,10.39093479,9.827,4.82,6.038,5.556,6.4,9.978,10,15.87136003,8.1,7.639,10.3,5.759,5.42,6.795570499,9.318607709,5.074,2.017,12,15,34.43,9.51967582,4.118,11.308,11.11,4.8,6.226,26.113,7.048,,18.418,12.3,15.74018465,18.062,15.72166367,9.347648958,10.533,7.26,9.8,9.5,10.6,9.433,,7,3.99,,18.389,6.754412543,11.97114718,12.246,6.344,10.878,8.262,6.24346763,13.56,6.263474957,6.615,9.51967582,15.72166367,7.505,5.531,7.301,,15.05,18.753,15.4,7.23238262,9.55,8.8,6.4,6.941,5.038,,5.025,5.889,6.646,8.954257237,6.639,6.1,10.52,8.98,18.274,12.707
1996,6.922,12.964,19.146,6.213,,6.93492799,2.106,7.92,8.728,,6.712,7,10.2,6.2,16.954,10.3,13.255,16.471,7.927,14,3.058,5.568,8.486,13.1,6.017,6.9,10.57,6.402,7.471,3.857,10.518,11.626,18.326,7.2,11.52005716,8.9,9.682,5.369,6.56,14.196,14.774,16.655,12.775,5.434,9.883,7.141,3.9,6.887595243,7.195,,3.647930894,6.895,10.9,10.8,10.544,7.7,11.6,6.214,5.375,6.747892934,8.552287624,6.716101102,11.77256444,10.89746161,5.462,7.054,9.81747861,13.309,8.8,13.4,15.878,10.24529609,13.78634449,9.6,6.853,9.1,9.1,7.742,11.185,10.9,10.868,10.369,,15.725,12.473,16.417,15.031,9.5,7.346,7.9,7.058,4.56,7.987,8.714302395,5,5.735,15.256193,11.1,11.93,13.9,7.873966199,8.900892963,12.88663597,12.92905645,7.587,12.86539971,13.2,9.37,,8.7,5.259,5.902,7,6.1,9.7,6.23,4.39,7.1,10.66,11.895,7.4,11.026,8.741,11.2,5.2,2.473,6.19843101,11.456,5.307,17.049,4.687,6.722,6.205223454,13.50972622,14.9414394,7.4,7.451,9.812032273,8.87630924,12.354,7.293403355,11.9,9.4,14,3.975,3,6.604,,11.452,12.2,5.854,5.898686185,4.969,4,8.374061803,8.132,19.614,7.3,10.225,6.119977638,8.713,8.585,,17.947,9.381,6.8,18.441,4.61,8.641202757,10.175,5.2,19.581,18.348,5.791,8.9,10,9.969,,7.57,8.365651298,4.062,10.40749567,9.626,4.806,5.89,5.489,8.2,9.873,10,15.77070784,8,8.247,10.6,5.711,5.16,6.710111347,9.236469687,4.987,2.01,12.7,14.2,28.857,9.298765617,4.002,11.11,11.121,4.7,6.091,25.906,6.967,,17.725,12.9,15.64393301,17.614,15.62614043,9.352967262,10.314,7.291,9.5,9.4,10.6,10.307,,7.4,3.925,,18.261,6.728598287,11.65611688,12.414,6.465,10.475,8.133,6.168439821,12.824,6.129650526,6.691,9.298765617,15.62614043,7.529,5.484,7.12,,14.963,18.577,15.2,7.1534776,9.508,8.8,6.2,7.013,5.053,,5.2,5.813,6.556,8.846255447,6.615,6.1,10.229,9.498,18.515,13.563
1997,6.911,12.655,18.952,6.147,,6.788488519,2.041,7.898,8.674,,6.584,7,10,6,16.576,10.2,13.155,16.287,7.603,14.7,3.012,5.623,8.404,13.5,6.05,,10.258,6.339,7.468,3.772,10.102,12.113,18.63,7.2,11.40901423,8.9,9.451,5.35,6.51,14.442,14.805,16.633,12.921,5.357,9.745,6.908,3.904,6.888937858,7.174,,3.426183844,6.889,10.9,10.5,10.423,6.2,11.3,6.184,5.257,6.705140468,8.39472721,6.688082616,11.49611839,10.71083837,5.382,6.879,9.712709285,12.797,8.7,13.3,15.44,10.13603459,13.6721201,9.6,6.88,9.1,8.6,7.77,11.282,10.8,11.132,10.421,,15.648,12.158,16.065,14.666,9.4,7.233,8.8,6.828,4.541,7.92,8.644277997,4.9,5.598,14.98323187,11.5,11.746,13.5,7.768284092,8.784511355,12.68191359,12.85107524,7.531,12.59716172,,9.179,,8.6,5.19,5.798,6.8,6.2,9.8,6.264,4.314,7.3,10.44,12.197,7.3,10.669,8.521,12.3,5.2,2.497,6.127313864,11.013,5.122,16.454,4.665,6.713,6.134676787,13.21161874,14.63556215,7.4,7.488,9.656538287,8.763877086,13.189,7.209931598,11.5,9.4,13.8,3.937,3,6.54,,11.575,11.666,5.497,5.78922093,4.906,,8.271764299,8.176,19.421,7.5,10.126,6.005258169,9.048,8.352,,17.592,9.358,7,18.402,4.59,8.551736895,10.806,5,18.977,18.276,5.657,8.7,10.1,9.57,,7.26,8.294572409,3.902,10.53888881,9.428,4.795,5.763,5.449,6.7,9.782,9.8,15.64180473,7.7,8.732,10.4,5.664,4.9,6.733569246,9.175363913,4.911,2.001,12.4,13.8,23.366,9.093477807,3.902,10.903,11.103,4.5,5.953,25.539,6.907,,17.031,12.91,15.53006277,17.2,15.51316571,9.459060982,10.052,7.33,9.7,9.5,10.6,11.341,,7.8,3.867,,18.132,6.679082756,11.39219798,12.569,6.58,10.008,8.016,6.098770703,12.115,6.016684556,6.755,9.093477807,15.51316571,7.553,5.466,6.943,,14.796,18.252,14.9,7.086611433,9.474,8.7,5.8,7.083,5.066,,5.3,5.75,6.458,8.741863412,6.568,6.1,9.918,10.105,18.604,14.403
1998,6.915,12.348,18.706,6.067,,6.659030385,1.98,7.879,8.622,,6.453,6.8,9.8,5.9,16.115,10.3,13.036,16.074,7.321,14.3,2.96,5.687,8.332,13.6,6.029,,9.959,6.283,7.482,3.682,9.68,12.618,18.892,7.2,11.27738993,8.8,9.249,5.337,6.5,14.669,14.771,16.514,12.999,5.288,9.641,6.677,3.915,6.889826156,7.16,,3.12,6.88,10.6,10.4,10.33,7.8,11,6.158,5.148,6.691884563,8.258164702,6.687054152,11.24173059,10.60524614,5.308,6.737,9.78036936,12.306,9,14,14.987,10.13887364,13.54312843,9.6,6.901,9.1,8.5,7.773,11.398,10.8,11.357,10.454,,15.595,11.847,15.717,14.318,9.6,7.159,8.1,6.614,4.532,7.837,8.633367117,5,5.469,14.68557014,11.5,11.578,13.7,7.682152617,8.683916258,12.48055131,12.79348354,7.498,12.32362415,,9.003,,8.5,5.144,5.719,6.6,6.2,10,6.327,4.246,7.5,10.24,12.439,7.2,10.28,8.308,,5.2,2.52,6.062684789,10.589,4.943,15.907,4.651,6.7,6.072771735,12.90680006,14.30527083,6.6,7.398,9.509351144,8.666748657,14.136,7.161598592,11.5,9.2,14.2,3.906,3.1,6.48,,11.656,11.148,5.175,5.695287375,4.844,,8.188387756,8.215,19.141,7.8,10.034,5.909291852,9.337,8.123,,17.223,9.339,6.8,18.357,4.57,8.462039292,11.461,4.8,18.384,18.182,5.538,8.8,10,9.194,,6.87,8.275931708,3.76,10.72267214,9.233,4.787,5.653,5.429,6.8,9.7,9.7,15.47677951,7.8,9.034,10.5,5.614,4.8,6.688275339,9.147920459,4.852,1.989,12,13.5,18.87,8.901929852,3.818,10.691,11.043,4.6,5.817,25.021,6.858,,16.409,13.13,15.39195278,16.81,15.37513907,9.597783713,9.75,7.374,9.9,9.6,10.5,12.486,,7.2,3.816,,18.004,6.661846399,11.14656277,12.687,6.688,9.511,7.917,6.034873118,11.465,5.920842053,6.804,8.901929852,15.37513907,7.573,5.47,6.773,,14.544,17.788,14.4,7.048375862,9.448,8.6,5.9,7.147,5.076,,5,5.703,6.351,8.660650922,6.5,6.1,9.59,10.767,18.538,15.197
1999,6.934,12.037,18.404,5.983,,6.543401604,1.924,7.862,8.583,,6.328,6.8,9.8,5.8,15.583,10.3,12.884,15.828,7.082,13.6,2.901,5.757,8.289,14.2,5.953,,9.676,6.233,7.51,3.593,9.256,13.11,19.093,7.2,11.2557641,8.7,9.081,5.332,6.46,14.858,14.669,16.288,12.995,5.231,9.563,6.454,3.933,6.907420472,7.156,,3.282051282,6.865,10.7,10.3,10.266,,11.1,6.137,5.05,6.658285135,8.129296012,6.677362144,11.64691954,10.7744365,5.241,6.628,9.741167577,11.847,9.2,13.4,14.517,10.11711497,13.39567139,9.6,6.917,9.1,8.9,7.748,11.52,10.8,11.537,10.453,,15.54,11.545,15.371,13.991,9.6,7.129,8.5,6.415,4.534,7.741,8.658839141,5,5.35,14.36449377,11.5,11.425,14,7.662773248,8.630791446,12.25604912,12.67350981,7.483,12.0466691,,8.841,,8.7,5.109,5.662,6.9,6.1,9.8,6.415,4.185,7.8,9.87,12.593,6.8,9.863,8.105,,5.2,2.539,6.004179596,10.192,4.776,15.419,4.642,6.686,6.01613652,12.59766804,13.95398172,6.4,7.189,9.382801736,8.61319915,15.158,7.198763298,11.4,8.8,13.7,3.878,3.2,6.417,,11.698,10.656,4.887,5.610954633,4.786,4.9,8.154210536,8.254,18.766,7.9,9.947,5.825832374,9.57,7.899,,16.843,9.316,6.8,18.281,4.549,8.462455974,12.102,5.2,17.804,18.059,5.431,8.9,10.1,8.843,,7.33,8.288063859,3.633,10.84156414,9.043,4.783,5.561,5.425,6.9,9.623,9.9,15.26941132,7.7,9.139,10.6,5.563,4.6,6.590469795,9.200247036,4.811,1.971,11.8,14.6,15.731,8.724253549,3.747,10.477,10.93,4.5,5.685,24.366,6.813,,15.891,13.5,15.22431707,16.439,15.2080212,9.689546707,9.415,7.418,9.7,9.5,10.7,13.687,,7,3.77,,17.873,6.626533886,11.4979339,12.754,6.788,9.005,7.836,5.977578737,10.885,5.838693067,6.839,8.724253549,15.2080212,7.588,5.493,6.613,,14.211,17.199,14.9,7.08478123,9.43,8.6,5.368992414,7.204,5.083,,5.3,5.67,6.237,8.621475856,6.413,7.2,9.248,11.448,18.313,15.913
2000,6.971,11.718,18.036,5.914,,6.440959176,1.869,7.845,8.575,,6.216,6.7,9.6,5.8,15.005,10.2,12.69,15.539,6.883,14.1,2.835,5.831,8.289,13.5,5.826,8,9.409,6.189,7.553,3.513,8.838,13.535,19.212,7.1,11.00692336,8.7,8.945,5.335,6.45,14.989,14.499,15.955,12.891,5.189,9.501,6.253,3.959,6.939703212,7.165,,3.407960199,6.847,10.6,10.2,10.227,,10.9,6.117,4.961,6.645174694,8.019218157,6.657018988,11.94482555,10.77556492,5.182,6.548,9.602727648,11.43,8.9,13.2,14.024,9.945075716,13.21691145,9.5,6.939,8.9,7.7,7.704,11.624,10.3,11.68,10.402,,15.443,11.256,15.031,13.686,9.7,7.143,8,6.235,4.544,7.638,8.50621305,5.1,5.239,14.02205831,11.2,11.279,13.3,7.636148288,8.572376131,12.035026,12.56942146,7.475,11.76698272,,8.692,,8.2,5.077,5.627,6.5,6,9.8,6.52,4.129,7.7,10.06,12.621,7,9.426,7.918,,5.2,2.551,5.953608982,9.827,4.621,14.973,4.633,6.666,5.96646016,12.2859661,13.58743131,7.3,6.89,9.266574919,8.558738522,16.21,7.215625119,11.1,8.6,13.6,3.853,3.3,6.341,,11.715,10.199,4.635,5.535444101,4.737,,8.120565884,8.302,18.292,7.5,9.864,5.752143141,9.746,7.688,,16.462,9.286,6.7,18.137,4.528,8.362609242,12.685,5.1,17.234,17.895,5.335,8.8,9.8,8.518,,6.91,8.145511629,3.518,10.95180873,8.862,4.783,5.485,5.432,6.5,9.546,9.6,15.01322162,7.48,9.076,10.2,5.511,4.5,6.579407694,9.083817992,4.787,1.941,11.4,15.3,14,8.560503362,3.691,10.263,10.752,4.5,5.561,23.594,6.772,,15.489,13.8,15.02074918,16.075,15.00490341,9.788430447,9.054,7.453,9.8,9.3,10.5,14.877,,6.8,3.719,,17.732,6.614094911,11.70245362,12.756,6.877,8.511,7.771,5.928023946,10.366,5.765383072,6.862,8.560503362,15.00490341,7.598,5.53,6.466,,13.808,16.511,15.4,7.114281387,9.417,8.5,5.500840676,7.248,5.09,,6,5.651,6.118,8.549279788,6.316,7,8.894,12.107,17.929,16.534
2001,7.022,11.387,17.597,5.879,,6.348609539,1.816,7.83,8.612,,6.124,6.6,9.3,5.6,14.407,10.1,12.451,15.197,6.717,14,2.763,5.909,8.341,14.1,5.66,7.2,9.159,6.149,7.609,3.452,8.433,13.83,19.237,7.1,11.00386236,8.5,8.835,5.345,6.43,15.044,14.269,15.531,12.674,5.161,9.445,6.087,3.993,6.977052334,7.182,,3.192261185,6.828,10.5,10.1,10.198,,10.9,6.098,4.882,6.623275604,7.914893123,6.631673134,11.96322759,10.72450764,5.131,6.493,9.479672554,11.06,8.8,13.3,13.498,9.843701256,13.00754611,9.4,6.974,8.8,7.7,7.655,11.688,10.2,11.801,10.292,,15.262,10.978,14.698,13.406,9.4,7.192,8.3,6.075,4.562,7.536,8.441386302,5,5.136,13.65728126,11.2,11.134,13,7.59187507,8.494156136,11.78876804,12.40920258,7.461,11.47778998,,8.555,,7.8,5.049,5.616,6.1,5.8,9.6,6.632,4.08,7.7,9.95,12.489,6.6,8.983,7.752,7.6,5,2.558,5.911404643,9.497,4.48,14.532,4.618,6.633,5.926554852,11.96982749,13.20812231,6.6,6.552,9.131085809,8.478939745,17.244,7.201062325,11.6,8.4,14.1,3.83,3.4,6.246,,11.729,9.786,4.423,5.465758484,4.703,,8.060771693,8.373,17.725,7.4,9.783,5.686029424,9.875,7.498,,16.09,9.244,6.7,17.89,4.511,8.362331299,13.18,5.2,16.666,17.675,5.254,8.7,9.7,8.225,,7.16,8.072919433,3.413,11.06142415,8.693,4.787,5.427,5.442,7,9.459,9.5,14.70447193,7.5,8.911,10.1,5.465,4.4,6.538812767,9.01435386,4.776,1.896,11.7,15.6,13.388,8.41035354,3.647,10.047,10.508,4.3,5.449,22.736,6.736,,15.186,13.2,14.77299794,15.704,14.75790906,9.875702309,8.672,7.469,9.7,9.3,10.5,15.989,,6.8,3.656,,17.574,6.594044098,11.72508544,12.69,6.951,8.044,7.715,5.886824171,9.886,5.699736878,6.879,8.41035354,14.75790906,7.604,5.579,6.338,,13.356,15.757,15.3,7.112699692,9.404,8.5,5.309233446,7.273,5.099,,5.6,5.642,5.999,8.472222666,6.218,7.1,8.534,12.709,17.395,17.057
2002,7.084,11.048,17.09,5.891,,6.262574217,1.763,7.815,8.697,,6.051,6.8,9.4,5.7,13.814,10.2,12.18,14.801,6.574,14.4,2.688,5.989,8.437,14.8,5.476,6.7,8.925,6.114,7.677,3.418,8.052,13.951,19.173,7.1,11.16444986,8.5,8.735,5.362,6.41,15.021,14,15.052,12.355,5.145,9.384,5.965,4.035,7.032517889,7.204,,2.826721945,6.811,10.6,10.2,10.158,7.2,10.9,6.08,4.814,6.599598966,7.818756702,6.63963724,11.93618297,10.75626962,5.091,6.455,9.554744123,10.729,8.8,13.3,12.938,9.937815822,12.77126635,9.5,7.031,8.8,8.3,7.614,11.693,10.2,11.921,10.131,,14.98,10.711,14.371,13.148,9.5,7.262,7.9,5.933,4.584,7.445,8.523821906,5.1,5.043,13.26863344,11.4,10.983,13.1,7.544802935,8.411598118,11.53566655,12.23535577,7.432,11.18528265,11.5,8.427,,7.5,5.033,5.627,6.3,5.8,9.8,6.743,4.037,8.1,10.05,12.197,7.1,8.553,7.609,10.8,5.1,2.561,5.878773074,9.193,4.352,14.053,4.597,6.583,5.894411169,11.64501652,12.8146873,6.4,6.236,9.0106577,8.392795535,18.209,7.164047814,11.9,8.4,14.1,3.811,3.5,6.13,,11.759,9.412,4.246,5.407520491,4.689,,7.99575798,8.47,17.096,7.6,9.703,5.627345484,9.978,7.335,,15.734,9.189,6.9,17.519,4.501,8.362035409,13.566,5.1,16.091,17.397,5.19,8.8,9.8,7.963,,7.1,8.128702155,3.319,11.1439695,8.539,4.795,5.383,5.453,6.7,9.36,9.4,14.35037095,7.28,8.734,10.2,5.428,4.3,6.502891596,9.124308721,4.771,1.836,12.4,15.4,13.233,8.271594171,3.614,9.829,10.212,4.4,5.348,21.83,6.711,,14.934,13.7,14.47694616,15.319,14.4631176,9.94556265,8.282,7.461,9.6,9.4,10.6,16.965,,7.7,3.58,,17.391,6.572321182,11.73046563,12.567,7.012,7.61,7.66,5.855213101,9.418,5.641609076,6.896,8.271594171,14.4631176,7.608,5.639,6.23,,12.882,14.974,15.7,7.088844427,9.39,8.5,5.422163408,7.281,5.115,,5.7,5.639,5.885,8.416081334,6.128,7.1,8.175,13.225,16.743,17.48
2003,7.154,10.704,16.522,5.952,,6.17892325,1.71,7.802,8.824,,5.999,6.6,9.5,6,13.248,10.3,11.891,14.354,6.444,14.4,2.615,6.071,8.565,14.5,5.293,7.2,8.706,6.083,7.753,3.414,7.705,13.872,19.026,7.1,11.31944379,8.6,8.636,5.384,6.4,14.92,13.71,14.554,11.951,5.136,9.31,5.888,4.083,7.032912745,7.228,,3.511268187,6.798,10.9,10.3,10.094,,10.7,6.064,4.757,6.580756494,7.721044396,6.640931982,12.32340604,11.00804134,5.062,6.425,9.758580924,10.43,9.1,13.2,12.35,10.11736568,12.51280982,9.4,7.112,9.1,8.5,7.589,11.629,10.2,12.054,9.93,,14.591,10.454,14.05,12.906,9.7,7.343,7.2,5.807,4.607,7.371,8.594182322,5.5,4.957,12.85779353,11.8,10.823,13.4,7.540189647,8.35584077,11.25771199,12.01619221,7.38,10.87842952,,8.306,,7.3,5.03,5.653,6.3,5.8,10.2,6.844,3.999,8.4,10.41,11.759,7.1,8.153,7.488,,5.1,2.561,5.855471436,8.912,4.237,13.512,4.572,6.516,5.872444811,11.30996613,12.4079188,6.4,5.989,8.882008124,8.33455316,19.054,7.218709165,12,9,14.2,3.794,3.5,5.998,,11.815,9.074,4.102,5.354576732,4.7,,7.962974286,8.595,16.437,7.9,9.622,5.574799822,10.069,7.201,,15.396,9.121,7,17.017,4.499,8.27193515,13.826,5,15.503,17.063,5.146,8.7,9.3,7.733,,6.95,8.185156752,3.233,11.14754223,8.397,4.806,5.353,5.461,6.7,9.247,9.6,13.96090282,7.31,8.615,10.4,5.403,4.2,6.485667999,9.205513048,4.768,1.763,12.4,16.4,13.007,8.141985168,3.591,9.61,9.878,4.5,5.258,20.914,6.701,,14.694,13.9,14.13265527,14.915,14.11993646,9.966362235,7.895,7.428,9.7,9.7,10.4,17.753,,8.1,3.501,,17.177,6.554751067,12.08210724,12.398,7.06,7.215,7.601,5.832109446,8.944,5.589695494,6.918,8.141985168,14.11993646,7.614,5.706,6.142,,12.408,14.2,16,7.134438266,9.372,8.4,5.316598549,7.277,5.14,,5.8,5.64,5.781,8.38040306,6.055,7,7.827,13.63,16.007,17.788
2004,7.233,10.356,15.903,6.061,3.8,6.094491712,1.658,7.788,8.986,,5.967,6.5,9.1,6,12.722,9.7,11.592,13.863,6.322,14.3,2.545,6.153,8.722,14.3,5.123,6.8,8.5,6.057,7.835,3.44,7.398,13.588,18.799,7.1,11.11677889,8.1,8.534,5.411,6.42,14.743,13.409,14.055,11.48,5.135,9.217,5.855,4.138,7.057181521,7.256,,4.597187019,6.791,10.5,9.9,10.001,,10.3,6.048,4.71,6.580491614,7.618987914,6.617005564,12.08014562,10.633393,5.042,6.398,9.230965292,10.158,8.6,13,11.741,9.657307741,12.23755486,9.1,7.217,8.3,7.9,7.579,11.487,9.7,12.204,9.698,,14.104,10.207,13.734,12.677,9.6,7.435,8.4,5.694,4.631,7.317,8.283588663,5.4,4.879,12.4293992,11.2,10.652,13.1,7.483417053,8.253933423,10.95957829,11.75736915,7.303,10.5610481,,8.189,,7,5.035,5.686,6.2,5.6,9.5,6.931,3.967,8.050859795,10.14,11.196,6.9,7.792,7.39,,5,2.557,5.841358339,8.651,4.136,12.913,4.545,6.441,5.860610854,10.9664097,11.99096948,5.7,5.831,8.74185201,8.234333372,19.734,7.181283082,12.2,7.8,14.2,3.78,3.6,5.852,15.9,11.894,8.771,3.985,5.298943939,4.734,,7.886101971,8.743,15.767,7.5,9.538,5.526166265,10.152,7.092,,15.072,9.039,6.9,16.382,4.505,8.091555094,13.943,4.9,14.904,16.682,5.118,8.4,9,7.534,,6.95,7.907426019,3.153,11.03288728,8.269,4.821,5.332,5.466,6.9,9.119,9.5,13.54532658,7.46,8.576,9.7,5.39,4.1,6.487240315,8.878653349,4.766,1.679,12.1,16,12.549,8.019082093,3.575,9.39,9.516,4.4,5.179,20.014,6.705,6.3,14.451,14,13.74419095,14.493,13.73215209,9.899135473,7.52,7.372,9.7,9.3,10.1,18.308,,7.2,3.43,,16.928,6.554984067,11.84541469,12.185,7.097,6.867,7.536,5.818515377,8.467,5.541746738,6.947,8.019082093,13.73215209,7.622,5.776,6.072,,11.945,13.455,16,7.107828705,9.35,8.2,5.040019316,7.268,5.175,,5.8,5.644,5.692,8.242982029,6,7,7.499,13.897,15.211,17.954
2005,7.32,10.003,15.24,6.206,3.6,6.009849563,1.605,7.775,9.168,,5.955,6.4,9.1,6.2,12.239,9.9,11.293,13.336,6.205,14.8,2.483,6.233,8.899,14.5,4.976,7.1,8.306,6.037,7.921,3.492,7.135,13.103,18.5,7.1,11.34498586,8.2,8.431,5.442,6.51,14.492,13.104,13.573,10.966,5.14,9.099,5.86,4.197,7.07913772,7.291,,3.828570142,6.787,10.6,10.1,9.881,,10.1,6.035,4.674,6.626355455,7.519481432,6.686979794,12.21352386,10.77347356,5.033,6.371,9.432018618,9.907,8.8,12.8,11.126,9.849321427,11.95065307,9.1,7.343,8.5,8.6,7.572,11.263,9.6,12.369,9.446,,13.545,9.973,13.417,12.455,9.6,7.544,8.2,5.592,4.658,7.279,8.422818965,5.7,4.808,11.99038231,11.656,10.474,13.5,7.481256133,8.194252758,10.6652938,11.51429292,7.203,10.24142273,9.8,8.074,,6.8,5.041,5.716,6.2,5.6,9.8,7.005,3.939,8.530753759,10.37,10.544,7.2,7.479,7.311,,5,2.548,5.836827153,8.408,4.051,12.276,4.527,6.372,5.857657183,10.61784413,11.57050388,6.2,5.766,8.618660507,8.172704672,20.204,7.240238375,13.2,7.8,14.6,3.766,3.7,5.701,,11.979,8.498,3.889,5.249619689,4.792,,7.852625359,8.905,15.112,7.8,9.447,5.48158541,10.223,7.004,,14.755,8.943,7,15.617,4.52,8.181737065,13.89,4.9,14.296,16.267,5.102,8.4,8.9,7.363,,6.54,8.030883308,3.079,10.8737142,8.149,4.838,5.319,5.469,6.7,8.981,9.6,13.11329025,7.6,8.614,10.2,5.387,4,6.499391097,9.054684866,4.77,1.589,12.3,16.1,11.796,7.900377622,3.561,9.17,9.137,4.4,5.107,19.146,6.72,7.3,14.199,14.3,13.31810976,14.055,13.30731474,9.79976954,7.167,7.3,10,9.4,10.2,18.586,3.4,8.1,3.399,,16.636,6.600965412,11.98263241,11.929,7.123,6.572,7.467,5.814321414,8.001,5.497905507,6.982,7.900377622,13.30731474,7.635,5.849,6.013,,11.496,12.753,16.6,7.149890689,9.327,8.3,5.372602715,7.269,5.221,,6.1,5.651,5.621,8.216377684,5.963,7,7.197,13.994,14.376,17.91
